Code Set,Code Value,Code Name,Code Definition,UK Recommended Usage
ExternalPurpose1Code,TBAN,TBAPairOffNetting,TBA pair-off cash wire net movement,
ExternalPurpose1Code,TBIL,TelecommunicationsBill,Transaction is related to a payment of telecommunications related bill.,
ExternalPurpose1Code,TCSC,TownCouncilServiceCharges,Transaction is related to a payment associated with charges levied by a town council.,Both
ExternalPurpose1Code,TELI,TelephoneInitiatedTransaction,Transaction is related to a payment initiated via telephone.,
ExternalPurpose1Code,TMPG,TMPGClaimPayment,Cash payment resulting from a TMPG Claim,
ExternalPurpose1Code,TPRI,TriPartyRepoInterest,Tri-Party Repo related interest,
ExternalPurpose1Code,TPRP,TriPartyRepoNetting,Tri-party Repo related net gain/loss cash movement,
ExternalPurpose1Code,TRNC,TruncatedPaymentSlip,Transaction is payment of a beneficiary prefilled payment slip where beneficiary to payer information is truncated.,
ExternalPurpose1Code,TRVC,TravellerCheque,Transaction is the payment of a travellers cheque,
ExternalPurpose1Code,WEBI,InternetInitiatedTransaction,Transaction is related to a payment initiated via internet.,
ExternalPurpose1Code,IPAY,InstantPayments,Transaction in which the amount is available to the payee immediately.,
ExternalPurpose1Code,IPCA,InstantPaymentsCancellation,Transaction in which the Return of the amount is fully returned.,
ExternalPurpose1Code,IPDO,InstantPaymentsForDonations,"Transaction in which the amount is available to the payee immediately, done for donations, with sending the address data of the payer.",
ExternalPurpose1Code,IPEA,InstantPaymentsInECommerceWithoutAddressData,"Transaction in which the amount is available to the payee immediately, done in E-commerce, without sending the address data of the payer.",
ExternalPurpose1Code,IPEC,InstantPaymentsInECommerceWithAddressData,"Transaction in which the amount is available to the payee immediately, done in E-commerce, with sending the address data of the payer.",
ExternalPurpose1Code,IPEW,InstantPaymentsInECommerce,"Transaction in which the amount is available to the payee immediately, done in E-commerce.",
ExternalPurpose1Code,IPPS,InstantPaymentsAtPOS,"Transaction in which the amount is available to the payee immediately, done at POS.",
ExternalPurpose1Code,IPRT,InstantPaymentsReturn,Transaction in which the Return of the amount is fully or partial returned.,
ExternalPurpose1Code,IPU2,InstantPaymentsUnattendedVendingMachineWith2FA,Transaction is made via an unattending vending machine by using 2-factor-authentification.,
ExternalPurpose1Code,IPUW,InstantPaymentsUnattendedVendingMachineWithout2FA,Transaction is made via an unattending vending machine by without using 2-factor-authentification.,
ExternalPurpose1Code,ANNI,Annuity,"Transaction settles annuity related to credit, insurance, investments, other.n",
ExternalPurpose1Code,CAFI,CustodianManagementFeeInhouse,Transaction is the payment of custodian account management fee where custodian bank and current account servicing bank coincide,
ExternalPurpose1Code,CFDI,CapitalFallingDueInhouse,Transaction is the payment of capital falling due where custodian bank and current account servicing bank coincide,
ExternalPurpose1Code,CMDT,CommodityTransfer,Transaction is payment of commodities.,CHAPS
ExternalPurpose1Code,DERI,Derivatives,Transaction is related to a derivatives transaction,CHAPS
ExternalPurpose1Code,DIVD,Dividend,Transaction is payment of dividends.,Both
ExternalPurpose1Code,FREX,ForeignExchange,Transaction is related to a foreign exchange operation.,CHAPS
ExternalPurpose1Code,HEDG,Hedging,Transaction is related to a hedging operation.,CHAPS
ExternalPurpose1Code,INVS,InvestmentAndSecurities,"Transaction is for the payment of mutual funds, investment products and shares",Both
ExternalPurpose1Code,PRME,PreciousMetal,Transaction is related to a precious metal operation.,
ExternalPurpose1Code,SAVG,Savings,Transfer to savings/retirement account.,Both
ExternalPurpose1Code,SECU,Securities,Transaction is the payment of securities.,CHAPS
ExternalPurpose1Code,SEPI,SecuritiesPurchaseInhouse,Transaction is the payment of a purchase of securities where custodian bank and current account servicing bank coincide,
ExternalPurpose1Code,TREA,TreasuryPayment,Transaction is related to treasury operations.,Both
ExternalPurpose1Code,UNIT,UnitTrustPurchase,Transaction is purchase of Unit Trust,
ExternalPurpose1Code,FNET,FuturesNettingPayment,Cash associated with a netting of futures payments. Refer to CCPM codeword for netting of initial and variation margin through a CCP,CHAPS
ExternalPurpose1Code,FUTR,Futures,Cash related to futures trading activity.,CHAPS
ExternalPurpose1Code,ANTS,AnesthesiaServices,Transaction is a payment for anesthesia services.,
ExternalPurpose1Code,CVCF,ConvalescentCareFacility,Transaction is a payment for convalescence care facility services.,
ExternalPurpose1Code,DMEQ,DurableMedicaleEquipment,Transaction is a payment is for use of durable medical equipment.,
ExternalPurpose1Code,DNTS,DentalServices,Transaction is a payment for dental services.,NPA
ExternalPurpose1Code,HLTC,HomeHealthCare,Transaction is a payment for home health care services.,
ExternalPurpose1Code,HLTI,HealthInsurance,Transaction is a payment of health insurance.,NPA
ExternalPurpose1Code,HSPC,HospitalCare,Transaction is a payment for hospital care services.,
ExternalPurpose1Code,ICRF,IntermediateCareFacility,Transaction is a payment for intermediate care facility services.,
ExternalPurpose1Code,LTCF,LongTermCareFacility,Transaction is a payment for long-term care facility services.,NPA
ExternalPurpose1Code,MAFC,MedicalAidFundContribution,Transaction is contribution to medical aid fund.,
ExternalPurpose1Code,MARF,MedicalAidRefund,Transaction is related to a medical aid refund.,
ExternalPurpose1Code,MDCS,MedicalServices,Transaction is a payment for medical care services.,Both
ExternalPurpose1Code,VIEW,VisionCare,Transaction is a payment for vision care services.,NPA
ExternalPurpose1Code,CDEP,CreditDefaultEventPayment,Payment related to a credit default event,
ExternalPurpose1Code,SWFP,SwapContractFinalPayment,Final payments for a swap contract,CHAPS
ExternalPurpose1Code,SWPP,SwapContractPartialPayment,Partial payment for a swap contract,CHAPS
ExternalPurpose1Code,SWRS,SwapContractResetPayment,Reset payment for a swap contract,CHAPS
ExternalPurpose1Code,SWUF,SwapContractUpfrontPayment,Upfront payment for a swap contract,CHAPS
ExternalPurpose1Code,ADCS,AdvisoryDonationCopyrightServices,"Payments for donation, sponsorship, advisory, intellectual and other copyright services.",Both
ExternalPurpose1Code,AEMP,ActiveEmploymentPolicy,Payment concerning active employment policy.,
ExternalPurpose1Code,ALLW,Allowance,Transaction is the payment of allowances.,
ExternalPurpose1Code,ALMY,AlimonyPayment,Transaction is the payment of alimony.,NPA
ExternalPurpose1Code,BBSC,BabyBonusScheme,Transaction is related to a payment made as incentive to encourage parents to have more children,
ExternalPurpose1Code,BECH,ChildBenefit,Transaction is related to a payment made to assist parent/guardian to maintain child.,Both
ExternalPurpose1Code,BENE,UnemploymentDisabilityBenefit,Transaction is related to a payment to a person who is unemployed/disabled.,Both
ExternalPurpose1Code,BONU,BonusPayment.,Transaction is related to payment of a bonus.,Both
ExternalPurpose1Code,CCHD,CashCompensationHelplessnessDisability,"Payments made by Government institute related to cash compensation, helplessness, disability. These payments are made by the Government institution as a social benefit in addition to regularly paid salary or pension.",
ExternalPurpose1Code,COMM,Commission,Transaction is payment of commission.,Both
ExternalPurpose1Code,CSLP,CompanySocialLoanPaymentToBank,Transaction is a payment by a company to a bank for financing social loans to employees.,
ExternalPurpose1Code,GFRP,GuaranteeFundRightsPayment,Compensation to unemployed persons during insolvency procedures.,
ExternalPurpose1Code,GVEA,AustrianGovernmentEmployeesCategoryA,Transaction is payment to category A Austrian government employees.,
ExternalPurpose1Code,GVEB,AustrianGovernmentEmployeesCategoryB,Transaction is payment to category B Austrian government employees.,
ExternalPurpose1Code,GVEC,AustrianGovernmentEmployeesCategoryC,Transaction is payment to category C Austrian government employees.,
ExternalPurpose1Code,GVED,AustrianGovernmentEmployeesCategoryD,Transaction is payment to category D Austrian government employees.,
ExternalPurpose1Code,GWLT,GovermentWarLegislationTransfer,Payment to victims of war violence and to disabled soldiers.,
ExternalPurpose1Code,HREC,HousingRelatedContribution,"Transaction is a contribution by an employer to the housing expenditures (purchase, construction, renovation) of the employees within a tax free fringe benefit system ",Both
ExternalPurpose1Code,PAYR,Payroll,Transaction is related to the payment of payroll.,
ExternalPurpose1Code,PEFC,PensionFundContribution,Transaction is contribution to pension fund.,Both
ExternalPurpose1Code,PENS,PensionPayment,Transaction is the payment of pension.,Both
ExternalPurpose1Code,PRCP,PricePayment,Transaction is related to a payment of a price.,
ExternalPurpose1Code,RHBS,RehabilitationSupport,Benefit for the duration of occupational rehabilitation.,
ExternalPurpose1Code,SALA,SalaryPayment,Transaction is the payment of salaries.,Both
ExternalPurpose1Code,SPSP,SalaryPensionSumPayment,Salary or pension payment for more months in one amount or a delayed payment of salaries or pensions.,
ExternalPurpose1Code,SSBE,SocialSecurityBenefit,"Transaction is a social security benefit, ie payment made by a government to support individuals.",Both
ExternalPurpose1Code,LBIN,LendingBuyInNetting,"Net payment related to a buy-in. When an investment manager is bought in on a sell trade that fails due to a failed securities lending recall, the IM may seize the underlying collateral to pay for the buy-in. Any difference between the value of the collateral and the sell proceeds would be paid or received under this code",
ExternalPurpose1Code,LCOL,LendingCashCollateralFreeMovement,Free movement of cash collateral. Cash collateral paid by the borrower is done separately from the delivery of the shares at loan opening or return of collateral done separately from return of the loaned security. Note: common when the currency of the security is different the currency of the cash collateral.,
ExternalPurpose1Code,LFEE,LendingFees,"Fee payments, other than rebates, for securities lending. Includes (a) exclusive fees; (b) transaction fees; (c)
custodian fees; (d) minimum balance fees",
ExternalPurpose1Code,LMEQ,LendingEquityMarkedToMarketCashCollateral,Cash collateral payments resulting from the marked-to-market of a portfolio of loaned equity securities,
ExternalPurpose1Code,LMFI,LendingFixedIncomeMarkedToMarketCashCollateral,Cash collateral payments resulting from the marked-to-market of a portfolio of loaned fixed income securities,
ExternalPurpose1Code,LMRK,LendingUnspecifiedTypeOfMarkedToMarketCashCollateral,"Cash collateral payments resulting from the marked-to-market of a portfolio of loaned securities where the instrument
types are not specified",
ExternalPurpose1Code,LREB,LendingRebatePayments,Securities lending rebate payments,CHAPS
ExternalPurpose1Code,LREV,LendingRevenuePayments,Revenue payments made by the lending agent to the client,CHAPS
ExternalPurpose1Code,LSFL,LendingClaimPayment,Payments made by a borrower to a lending agent to satisfy claims made by the investment manager related to sell fails from late loan recall deliveries,
ExternalPurpose1Code,ESTX,EstateTax,Transaction is related to a payment of estate tax.,Both
ExternalPurpose1Code,FWLV,ForeignWorkerLevy,Transaction is related to a payment of Foreign Worker Levy,
ExternalPurpose1Code,GSTX,GoodsServicesTax,Transaction is the payment of Goods & Services Tax,
ExternalPurpose1Code,HSTX,HousingTax,Transaction is related to a payment of housing tax.,Both
ExternalPurpose1Code,INTX,IncomeTax,Transaction is related to a payment of income tax.,Both
ExternalPurpose1Code,NITX,NetIncomeTax,Transaction is related to a payment of net income tax.,
ExternalPurpose1Code,PTXP,PropertyTax,Transaction is related to a payment of property tax.,Both
ExternalPurpose1Code,RDTX,RoadTax,Transaction is related to a payment of road tax.,Both
ExternalPurpose1Code,TAXS,TaxPayment,Transaction is the payment of taxes.,Both
ExternalPurpose1Code,VATX,ValueAddedTaxPayment,Transaction is the payment of value added tax.,Both
ExternalPurpose1Code,WHLD,WithHolding,Transaction is related to a payment of withholding tax.,Both
ExternalPurpose1Code,TAXR,TaxRefund,Transaction is the refund of a tax payment or obligation.,Both
ExternalPurpose1Code,B112,TrailerFeePayment,US mutual fund trailer fee (12b-1) payment,
ExternalPurpose1Code,BR12,TrailerFeeRebate,US mutual fund trailer fee (12b-1) rebate payment,
ExternalPurpose1Code,TLRF,NonUSMutualFundTrailerFeePayment,Any non-US mutual fund trailer fee (retrocession) payment (use ISIN to determine onshore versus offshore designation),
ExternalPurpose1Code,TLRR,NonUSMutualFundTrailerFeeRebatePayment,Any non-US mutual fund trailer fee (retrocession) rebate payment (use ISIN to determine onshore versus offshore designation),
ExternalPurpose1Code,AIRB,Air,Transaction is a payment for air transport related business.,
ExternalPurpose1Code,BUSB,Bus,Transaction is a payment for bus transport related business.,
ExternalPurpose1Code,FERB,Ferry,Transaction is a payment for ferry related business.,
ExternalPurpose1Code,RLWY,Railway,Transaction is a payment for railway transport related business.,
ExternalPurpose1Code,TRPT,RoadPricing,Transaction is for the payment to top-up pre-paid card and electronic road pricing for the purpose of transportation,
ExternalPurpose1Code,CBTV,CableTVBill,Transaction is related to a payment of cable TV bill.,NPA
ExternalPurpose1Code,ELEC,ElectricityBill,Transaction is related to a payment of electricity bill.,Both
ExternalPurpose1Code,ENRG,Energies,Transaction is related to a utility operation.,
ExternalPurpose1Code,GASB,GasBill,Transaction is related to a payment of gas bill.,Both
ExternalPurpose1Code,NWCH,NetworkCharge,Transaction is related to a payment of network charges.,
ExternalPurpose1Code,NWCM,NetworkCommunication,Transaction is related to a payment of network communication.,
ExternalPurpose1Code,OTLC,OtherTelecomRelatedBill,Transaction is related to a payment of other telecom related bill.,
ExternalPurpose1Code,PHON,TelephoneBill,Transaction is related to a payment of telephone bill.,Both
ExternalPurpose1Code,UBIL,Utilities,"Transaction is for the payment to common utility provider that provide gas, water and/or electricity.",Both
ExternalPurpose1Code,WTER,WaterBill,Transaction is related to a payment of water bill.,Both
ExternalPurpose1Code,BOND,Bonds,Securities Lending-Settlement of Bond transaction.,
ExternalPurpose1Code,CABD,CorporateActions-Bonds,Securities Lending-Settlement of Corporate Actions: Bonds transactions.,
ExternalPurpose1Code,CAEQ,CorporateActions-Equities,Securities Lending-Settlement of Corporate Actions: Equities transactions.,
ExternalPurpose1Code,CBCR,CreditCard,Card Settlement-Settlement of Credit Card transactions.,
ExternalPurpose1Code,DBCR,DebitCard,Card Settlement-Settlement of Debit Card transactions.,
ExternalPurpose1Code,DICL,Diners,Card Settlement-Settlement of Diners transactions.,
ExternalPurpose1Code,EQTS,Equities,Securities Lending-Settlement of Equities transactions.,
ExternalPurpose1Code,FLCR,FleetCard,Card Settlement-Settlement of Fleet transactions.,
ExternalPurpose1Code,EFTC,LowValueCredit,Utilities-Settlement of Low value Credit transactions.,
ExternalPurpose1Code,EFTD,LowValueDebit,Utilities-Settlement of Low value Debit transactions.,
ExternalPurpose1Code,MOMA,MoneyMarket,Securities Lending-ettlement of Money Market PCH.,
ExternalPurpose1Code,RAPI,RapidPaymentInstruction,Instant Payments-Settlement of Rapid Payment Instruction (RPI) transactions.,
ExternalPurpose1Code,GAMB,GamblingOrWageringPayment,"General-Payments towards a purchase or winnings received from gambling, betting or other wagering activities.",Both
ExternalPurpose1Code,LOTT,LotteryPayment,General-Payment towards a purchase or winnings received from lottery activities.,Both
ExternalPurpose1Code,AMEX,Amex,Card Settlement-Settlement of AMEX transactions.,
ExternalPurpose1Code,SASW,ATM,Card Settlement-Settlement of ATM transactions.,
ExternalPurpose1Code,AUCO,AuthenticatedCollections,Utilities-Settlement of Authenticated Collections transactions.,
ExternalPurpose1Code,PCOM,PropertyCompletionPayment,Final payment to complete the purchase of a property.,CHAPS
ExternalPurpose1Code,PDEP,PropertyDeposit,Payment of the deposit required towards purchase of a property.,Both
ExternalPurpose1Code,PLDS,PropertyLoanDisbursement,Payment of funds from a lender as part of the issuance of a property loan.,CHAPS
ExternalPurpose1Code,PLRF,PropertyLoanRefinancing,"Transfer or extension of a property financing arrangement to a new deal or loan provider, without change of ownership of property.",CHAPS
ExternalPurpose1Code,GAFA,GovernmentFamilyAllowance,Salary and Benefits-Allowance from government to support family.,
ExternalPurpose1Code,GAHO,GovernmentHousingAllowance,Salary and Benefits-Allowance from government to individuals to support payments of housing.,
ExternalPurpose1Code,CPEN,CashPenalties,"Cash penalties related to securities transaction, including CSDR Settlement Discipline Regime.",
ExternalPurpose1Code,DEPD,DependentSupportPayment,"Transaction is related to a payment concerning dependent support, for example child support or support for a person substantially financially dependent on the support provider.",
ExternalPurpose1Code,RETL,RetailPayment,Retail payment including e-commerce and online shopping.,
ExternalPurpose1Code,DEBT,ChargesBorneByDebtor,Purpose of payment is the settlement of charges payable by the debtor in relation to an underlying customer credit transfer.,
ExternalSystemBalanceType1Code,ADJT,Adjustment,"Average balance to be held in the settlement account at the end of each day in order to fulfil the reserve due.
The approximation will be always made rounding up.",
ExternalSystemBalanceType1Code,ADWR,AvailableDMVForDiscountWindowRepo,Balance represents the available discounted market value for discount window repo.,
ExternalSystemBalanceType1Code,AIDR,AvailableDMVForIntradayRepo,Balance represents the available discounted market value for intraday repo.,
ExternalSystemBalanceType1Code,AVLB,Available,Balance of money or securities that is at the disposal of the account owner on the date specified.,
ExternalSystemBalanceType1Code,BLCK,Blocked,"Balance representing the regulatory reserve that a financial institution must have with the account servicing institution, such as the minimum credit balance a financial institution is to keep with its Central Bank for mandatory reserve purposes. In some countries, a blocked balance is known as a 'reserve' balance.",
ExternalSystemBalanceType1Code,BLOC,BlockedTrades,"Balance representing the projected total of all cash legs for trades settling via a central securities depository that have been matched but blocked in order to not settle. These blocked trades are included in the calculation for settlement (for example to avoid overdrafts).
Usage rule: Blocking can be done by account owner or its counterparties. Usually this is done to chain transactions or to prioritise other trades. Blocked trades have an indicator that prevents the transactions from settling. Once matched, they can settle whenever the freeze is lifted. In this case they will move to FSET. Lifting the freeze can happen anytime during the day and the transaction will be settling in the next settlement cycle which can be the same day if the (international) central securities depository's operates several settlements cycles per day.",
ExternalSystemBalanceType1Code,BOOK,Book,Balance that is registered in the books of the account servicer.,
ExternalSystemBalanceType1Code,BSCC,BulkSettlementCMUPCredit,Balance represents the total of the bulk settlement and central moneymarkets unit processor credit.,
ExternalSystemBalanceType1Code,BSCD,BulkSettlementCMUPDebit,Balance represents the total of the bulk settlement and central moneymarkets unit processor debit.,
ExternalSystemBalanceType1Code,CCPS,CentralCounterparty,Balance representing the forecast of the total of all cash legs of transactions traded in exchanges that operate a central counterparty functionality.,
ExternalSystemBalanceType1Code,CLSG,Closing,Balance of the account at the end of the account servicer's business day. It is the sum of the opening balance at the beginning of the day and all entries booked to the account during the account servicer's business day.,
ExternalSystemBalanceType1Code,COHB,CreditOnHold,Balance representing the total incoming payments that were put on hold because the credit limit has been exceeded.,
ExternalSystemBalanceType1Code,COLC,DividendsCollection,"Balance representing the projected total amount of all payment obligations to the participant (bank), based on their role as main paying agent.",
ExternalSystemBalanceType1Code,CPBL,CreditProcessed,Balance representing the total incoming payments that have been processed and are waiting for settlement.,
ExternalSystemBalanceType1Code,CRDT,Credit,Balance representing the sum of all credit entries booked to an account.,
ExternalSystemBalanceType1Code,CRRT,Current,Balance of the account at a precise moment in time.,
ExternalSystemBalanceType1Code,CUSA,CustodyActual,"Balance representing the actual total of all asset servicing transactions such as dividends, income corporate actions equivalents, tax returns, redemptions, etc.",
ExternalSystemBalanceType1Code,CUST,Custody,"Balance representing the projected total of all asset servicing transactions such as dividends, income corporate actions equivalents, tax returns, etc.",
ExternalSystemBalanceType1Code,DBIT,Debit,Balance representing the sum of all debit entries booked to an account.,
ExternalSystemBalanceType1Code,DLOD,DaylightOverdraft,Balance representing the intra day overdraft granted by the central bank to financial institutions participating in a RTGS system. This balance may vary over time and shall be offset at the end of the day.,
ExternalSystemBalanceType1Code,DOHB,DebitOnHold,Balance representing the total outgoing payments that were put on hold because the debit limit has been exceeded.,
ExternalSystemBalanceType1Code,DPBL,DebitProcessed,Balance representing the total outgoing payments that have been processed and are waiting for settlement.,
ExternalSystemBalanceType1Code,DSET,DefinitiveSettledSecurities,Balance representing the cash equivalent of all settled securities transactions.,
ExternalSystemBalanceType1Code,DWRD,DiscountWindowRepoDrawings,Balance represents the discount window repo drawings.,
ExternalSystemBalanceType1Code,EAST,EligibleAssets,"Balance representing the potential loan a Central Bank would make in cash if the collateral is pledged, such as securities available and eligible as collateral with the central bank.",
ExternalSystemBalanceType1Code,EXRE,ExcessReserveExemptionThresholdExemptTier,The code defines the threshold to the value excess reserve exemption balance between the exempt and non-exempt tiers of excess reserve. ,
ExternalSystemBalanceType1Code,EXRR,ExcessReserveRemunerationBalanceNonExemptTier,"The code defines the balance beyond excess reserve exemption threshold within the periodic average balance for minimum reserve. Thus, this part of the excess reserve is still to be remunerated.",
ExternalSystemBalanceType1Code,FCOL,FirmCollateralisation,Balance representing the forecast of the cash-equivalent resulting from evaluation of existing holdings at central securities depositary that are qualified to serve as collateral.,
ExternalSystemBalanceType1Code,FCOU,UsedAmountsFirmCollateralisation,Balance representing the cash equivalent resulting from evaluation of existing holdings at CSD that are qualified to serve as collateral and have been used as collateral.,
ExternalSystemBalanceType1Code,FORC,CashForecast,"Balance representing the total of all balance types representing transactions to settle, blocked items and custody transactions.",
ExternalSystemBalanceType1Code,FSET,ForecastSettlement,Balance representing the forecast of total of all cash legs for trades that are ready to settle via a central securities depository. Amounts shown are still subject to processing of the securities settlement.,
ExternalSystemBalanceType1Code,FUND,NetFunding,Balance representing the net amount to be funded resulting from all transactions which have an impact on the funding requirement.,
ExternalSystemBalanceType1Code,FUTB,TotalFuture,Balance representing the total of the payments with a processing date in the future.,
ExternalSystemBalanceType1Code,INTM,Interim,"Balance calculated in the course of the account servicer's business day, at the time specified, and subject to further changes during the business day. The interim balance is calculated on the basis of booked credit and debit items during the calculation time/period specified.",
ExternalSystemBalanceType1Code,IRDR,IntradayRepoDrawings,Balance represents the intraday repo drawings.,
ExternalSystemBalanceType1Code,IRLT,IntradayRepoLimit,Balance represents the intraday repo limit.,
ExternalSystemBalanceType1Code,LACK,LackOfHoldingsTransactions,Balance representing the cash equivalent of transactions with a lack of holdings.,
ExternalSystemBalanceType1Code,LRLD,LimitRelated,"Balance of a specific limit value, such as a bilateral balance is calculated in relation to a given bilateral limit.",
ExternalSystemBalanceType1Code,LTSF,LiquidityTransfer,Balance composed of the sum of all liquidity transfers made to or from an account.,
ExternalSystemBalanceType1Code,MSTR,Master,Balance of the identified account plus the balance of all of its subaccounts.,
ExternalSystemBalanceType1Code,NOTE,Noted,Balance representing the amount that a financial institution has set aside for a specific reason and which is therefore not available.,
ExternalSystemBalanceType1Code,NSET,NonSettledSecurities,Balance representing the cash equivalent of all non-settled securities transactions.,
ExternalSystemBalanceType1Code,OPNG,Opening,"Book balance of the account at the beginning of the account servicer's business day. It always equals the closing book balance from the previous business day. 
Note: the available balance at the beginning of the account servicer's business day may be different from the closing book balance from the previous business day.",
ExternalSystemBalanceType1Code,OTCC,CCPGuaranteedOTCTransactions,"Balance representing the Forecast of the total of all cash-legs of transactions 'over the counter' (OTC), going through central counter party (CCP) functions.",
ExternalSystemBalanceType1Code,OTCG,ForecastOTCTransactions,Balance representing the forecast of the total of all cash legs of transactions traded 'over the counter' (OTC).,
ExternalSystemBalanceType1Code,OTCN,NonCCPGuaranteedOTCTransactions,Balance representing the forecast of the total of all cash legs of transactions traded 'over the counter' (OTC) not going through central counter party (CCP) functions.,
ExternalSystemBalanceType1Code,OTHB,OtherBlockedTrades,Balance representing the projected total of all cash legs for trades settling via a central securities depository that have been matched but blocked in order to not settle. These blocked transactions are not included in the calculation for settlement.,
ExternalSystemBalanceType1Code,PDNG,Pending,"Balance of securities pending delivery, such as the orders to sell securities have been executed but settlement of the open transactions has not been confirmed.",
ExternalSystemBalanceType1Code,PIPO,PayInPayOut,"Balance representing the fictive forecast of automated direct debits or payment based on standing arrangements between a central securities depository and the user.



Usage: Pay-Ins and Pay-Outs can be different based on individual payment instructions or available funds.",
ExternalSystemBalanceType1Code,PRAV,ProgressiveAverage,Average of the daily balances on the account used to fulfil the reserve requirements calculated from the beginning of the maintenance period.,
ExternalSystemBalanceType1Code,PYMT,Payment,"Balance representing the sum of entries as a result of payments processing. Entries relating to fees, interest, or other movements not a result of payments sent or received by the account owner are not included.",
ExternalSystemBalanceType1Code,REJB,TotalRejected,Balance representing the total of the payments that have been rejected.,
ExternalSystemBalanceType1Code,REPC,CMUPRepoCredit,Balance represents the total of the central moneymarkets unit processor repo credits.,
ExternalSystemBalanceType1Code,REPD,CMUPRepoDebit,Balance represents the total of the central moneymarkets unit processor repo debits.,
ExternalSystemBalanceType1Code,REST,Restricted,"Balance of cash that may only be used under certain conditions.

Balance type is used to block securities/cash in the client account for example, when related to specific corporate actions, the holding is under the direct control of the system paying agent, who is the only one who can transfer securities out of this balance type.
Also known as the ""escrow balance"" or ""sequestered balance"".",
ExternalSystemBalanceType1Code,SAPC,SAPDirectCreditAmount,Balance represents the settlement account processor direct credit amount.,
ExternalSystemBalanceType1Code,SAPD,SAPDirectDebitAmount,Balance represents the settlement account processor direct debit amount.,
ExternalSystemBalanceType1Code,SAPP,SAPQueueAmount,Balance represents the settlement account processor queue amount.,
ExternalSystemBalanceType1Code,SCOL,SelfCollateralisation,Balance representing the forecast of the cash-equivalent resulting from evaluation of the net incoming balance of securities qualified to serve as collateral for which settlement instructions are held at.,
ExternalSystemBalanceType1Code,SCOU,UsedAmountsSelfCollateralisation,"Balance representing the cash-equivalent resulting from evaluation of incoming securities, qualified to serve as collateral and actually used as collateral, which have been settled during the settlement process.",
ExternalSystemBalanceType1Code,SELF,Self,Balance of the account identified (as opposed to Master Balance).,
ExternalSystemBalanceType1Code,THRE,Threshold,Balance representing the amount that will be destined for investment. Difference between available balance and threshold for investment limit.,
ExternalSystemBalanceType1Code,TOHB,TotalOnHold,Balance representing the total of the payments that were put on hold because the limits have been exceeded.,
ExternalSystemBalanceType1Code,TPBL,TotalProcessed,Balance representing the total of the payments that have been processed and are waiting for settlement during the day.,
ExternalSystemBalanceType1Code,XCHC,CCPGuaranteedForecasting,"Balance representing the forecast of the total of all cash legs of transactions in exchanges, going through CCP functions.",
ExternalSystemBalanceType1Code,XCHG,ExchangeForecast,Balance representing the forecast of the total of all cash legs of transactions traded in exchanges.,
ExternalSystemBalanceType1Code,XCHN,NonCCPGuaranteedForecasting,Balance representing the forecast of the total of all cash legs of transactions traded in exchanges not going through central counter party (CCP) functions.,
ExternalSystemBalanceType1Code,XCRD,ExpectedCredit,"Balance, composed of booked entries and pending items known at the time of calculation, which projects the end of day credit balance if everything books to the account and no other credit entry is posted.",
ExternalSystemBalanceType1Code,XDBT,ExpectedDebit,"Balance, composed of booked entries and pending items known at the time of calculation, which projects the end of day debit balance if everything books to the account and no other debit entry is posted.",
ExternalSystemBalanceType1Code,XPCD,Expected,"Balance, composed of booked entries and pending items known at the time of calculation, which projects the end of day balance if everything is booked on the account and no other entry is posted.",
ExternalTaxAmountType1Code,CITY,CityTax,Tax accessed by city jurisdications within a country.,
ExternalTaxAmountType1Code,CNTY,CountyTax,Tax accessed by county jurisdications within a country.,
ExternalTaxAmountType1Code,LOCL,LocalTax,Tax accessed by local jurisdications within a country.,
ExternalTaxAmountType1Code,PROV,ProvinceTax,Tax accessed by province jurisdications within a country.,
ExternalTaxAmountType1Code,STAT,StateTax,Tax accessed by state jurisdications within a country.,
